"","prac.code","bp","bp1","chd","depression","pad_IMD","pad","stroke.IMD","stroke","bp_notdiag","bp.qof","chd.qof","depression.qof"
"6172","M87013",21.54,0.22,8.06,16.5,1.05,1.05,4.02,3.95,12.12,0.14,3.4,5.98
"6173","M87014",23.85,0.24,7.74,15.45,1.02,1.06,4.01,4,12.56,0.19,4.25,10.95
"6174","M87015",25.94,0.26,8.77,17.45,1.17,1.23,4.56,4.58,13.41,0.25,4.72,10.98
"6175","M87016",25.28,0.25,8.55,16.96,1.15,1.18,4.38,4.36,13.47,0.19,4.34,7.45
"6176","M87017",22.72,0.23,8.36,17.18,1.1,1.1,4.08,4,12.37,0.17,4.19,9.12
"6177","M87018",27.88,0.28,8.73,15.85,1.2,1.25,4.48,4.46,14.02,0.27,6.87,9.62
"6178","M87019",22.3,0.22,7.69,17.33,1.02,1.06,3.75,3.88,12.23,0.18,3.83,7.3
"6179","M87020",23.5,0.24,7.57,15.85,1.01,1.03,3.98,3.9,12.87,0.16,4.22,8.56
"6180","M87021",24.25,0.24,8.26,17.48,1.09,1.12,4.17,4.22,13.03,0.21,3.85,8.36
"6181","M87023",23.55,0.24,8.15,17.24,1.08,1.14,4.38,4.36,12.69,0.17,3.23,7.38
"6182","M87024",23.95,0.24,8.25,17.05,1.1,1.14,4.03,4.14,12.73,0.19,4.46,7.68
"6183","M87025",25.07,0.25,8.91,17.3,1.17,1.19,4.41,4.35,13.05,0.2,5.24,13.98
"6184","M87026",23.55,0.24,8.42,17.32,1.12,1.13,4.16,4.1,12.59,0.16,4.1,8.03
"6185","M87027",22.86,0.23,7.97,17.79,1.06,1.11,3.91,4.08,12.6,0.19,3.94,16.19
"6186","M87028",22.63,0.23,8.38,17.73,1.13,1.15,4.14,4.06,12.42,0.17,3.94,10.61
"6187","M87030",26.37,0.26,8.78,16.4,1.15,1.2,4.24,4.43,13.55,0.23,5.81,12.83
"6188","M87034",22.52,0.23,8.2,16.01,1.06,1.07,4.18,4.16,12.57,0.16,3.04,9.99
"6189","M87036",19.69,0.2,8.39,16.35,1.1,1.09,3.92,3.86,11.28,0.17,2.42,4.67
"6190","M87037",25.2,0.25,8.14,16.59,1.08,1.13,4.26,4.28,13.13,0.2,3.98,13.03
"6191","M87041",22.9,0.23,8.36,17.49,1.09,1.14,4.61,4.51,12.57,0.18,3.83,5.54
"6192","M87601",20.71,0.21,8.29,18.97,1.1,1.12,4.28,4.14,11.68,0.15,3.71,7.85
"6193","M87602",23.34,0.23,8.06,16.23,1.06,1.1,4.2,4.22,12.7,0.17,3.21,3.77
"6194","M87605",21.28,0.21,8.38,16.31,1.1,1.09,3.91,3.85,11.73,0.13,3.56,10.42
"6195","M87612",23.87,0.24,8.01,16.96,1.07,1.08,3.92,3.9,12.67,0.13,4.55,8.11
"6196","M87617",18.25,0.18,7.5,18.11,1.05,1.06,3.66,3.59,11,0.13,3.97,12.39
"6197","M87618",18.94,0.19,6.25,16.95,0.86,0.9,3.28,3.32,11.41,0.12,2.19,5.5
"6198","M87620",17.3,0.17,6.69,16.15,0.9,0.93,3.4,3.44,10.67,0.1,1.83,8.76
"6199","M87621",20.57,0.21,6.99,17.5,0.95,0.97,3.43,3.45,11.8,0.15,3.6,7.71
"6200","M87623",19.13,0.19,7.22,16.78,1,1.01,3.74,3.68,11.61,0.13,3.09,3.82
"6201","M87625",24.94,0.25,8.33,16.51,1.09,1.13,4.07,4.2,13.28,0.2,5.18,6.29
"6202","M87628",16.16,0.16,7.01,17.7,0.94,0.96,3.38,3.46,10.2,0.1,2.82,3.64
"6203","M87629",20.63,0.21,7.68,17.83,1.01,1.04,3.91,3.97,11.88,0.13,4.88,11.78
"6204","M87634",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,NA,NA
"6205","M87638",24.52,0.25,8.52,17.02,1.11,1.16,4.22,4.36,13.24,0.21,5.39,10.07
"6206","M88001",19.98,0.2,7.49,18.2,0.99,1.01,3.82,3.72,11.43,0.15,4.63,4.1
"6207","M88002",23.69,0.24,9.13,12.66,1.11,1.05,4.03,4.03,12.09,0.16,3.75,8.12
"6208","M88003",24.63,0.25,8.49,16.07,1.12,1.12,4.26,4.15,12.95,0.19,4.82,8.32
"6209","M88004",23.32,0.23,8.36,17.49,1.13,1.15,4.3,4.2,12.74,0.17,3.93,7.92
"6210","M88005",21.54,0.22,7.85,15.92,1.03,1.04,3.86,3.86,12.16,0.13,2.92,7.43
"6211","M88006",21.06,0.21,9.45,10.86,1.14,1.05,3.94,3.93,11.17,0.12,2.68,11.58
"6212","M88007",23.98,0.24,7.99,17.87,1.03,1.05,4.05,4.05,12.72,0.17,4.47,9
"6213","M88008",24.06,0.24,8.23,15.95,1.05,1.04,4.08,4.02,12.73,0.21,4.58,2.88
"6214","M88009",23.53,0.24,9.41,12.53,1.15,1.08,4.13,4.14,11.98,0.15,3.17,3.41
"6215","M88010",21.94,0.22,8.33,18.46,1.11,1.13,4.41,4.23,12.17,0.15,4.28,7.86
"6216","M88012",22.39,0.22,8.4,15.67,1.05,1.02,3.95,3.91,11.9,0.16,3.26,9.2
"6217","M88013",22.82,0.23,8.33,17.33,1.11,1.12,4.16,4.1,12.37,0.16,4.26,7.57
"6218","M88014",22.4,0.22,8.33,15.93,1.05,1.04,3.89,3.94,12.01,0.17,3.67,4.44
"6219","M88015",23.35,0.23,8.25,14.37,1.05,1.05,4.04,4.04,12.51,0.18,3.06,3.91
"6220","M88016",24.78,0.25,9.15,17.09,1.22,1.26,4.44,4.55,13.06,0.23,3.88,7.97
"6221","M88018",21.74,0.22,8.35,15.67,1.06,1.05,3.97,3.98,11.88,0.14,3.57,11.38
"6222","M88019",22.86,0.23,8.68,13,1.02,0.98,3.88,3.99,12.23,0.14,3.12,1.72
"6223","M88020",22.87,0.23,8.31,13.23,1.03,1,3.86,3.94,12.43,0.13,3.25,11.11
"6224","M88021",26.72,0.27,9.03,13.28,1.16,1.13,4.35,4.27,13.56,0.19,4.05,7.72
"6225","M88022",25.22,0.25,8.43,17.42,1.07,1.09,4.31,4.27,13.14,0.16,3.86,2.26
"6226","M88023",22.28,0.22,8.05,18.01,1.04,1.06,4.15,4.05,12.21,0.19,3.96,6.25
"6227","M88024",26.75,0.27,8.6,13.04,1.07,1.05,4.18,4.17,13.63,0.18,4.67,2.38
"6228","M88026",19.63,0.2,7.93,16.69,1.07,1.07,3.9,3.84,11.47,0.16,2.96,8.49
"6229","M88030",24.44,0.24,8.8,17.14,1.17,1.21,4.3,4.38,12.91,0.18,4.83,16.63
"6230","M88031",21.45,0.21,8.33,17.97,1.11,1.14,4.34,4.24,12.19,0.15,2.89,9.97
"6231","M88032",20.41,0.2,8.24,18.05,1.09,1.11,4.19,4.13,11.66,0.14,3.15,9.24
"6232","M88035",22.34,0.22,8.35,16.57,1.08,1.08,3.89,3.92,11.89,0.21,3.79,7.47
"6233","M88036",21,0.21,8.56,15.23,1.08,1.04,4,3.92,11.64,0.13,3.01,2.49
"6234","M88038",24.17,0.24,8.77,15.26,1.13,1.1,4.01,3.98,12.3,0.18,4.17,8.25
"6235","M88040",21.4,0.21,9.25,11.71,1.12,1.02,3.87,3.88,11.58,0.14,3.14,5.22
"6236","M88041",18.52,0.19,9.78,10.78,1.2,1.07,3.93,3.88,10.37,0.13,2.91,5.96
"6237","M88042",19.25,0.19,7.77,14.72,0.99,0.98,3.69,3.74,11.34,0.13,2.26,5.24
"6238","M88043",19.12,0.19,7.29,17.84,0.97,1,3.74,3.79,11.38,0.11,2.47,9.64
"6239","M88044",23.71,0.24,9.47,13.09,1.11,1.03,4.21,4.17,12.49,0.13,3.05,2.41
"6240","M88600",23.18,0.23,9.05,16.14,1.18,1.16,4.38,4.26,12.35,0.16,3.9,4.51
"6241","M88610",20.46,0.2,9.59,11.95,1.12,1.04,4.03,4.14,11.1,0.12,2.48,3.25
"6242","M88612",20.55,0.21,7.97,18.69,1.06,1.08,4.19,4.02,11.82,0.12,3.22,11.9
"6243","M88616",23.13,0.23,8.64,15.65,1.1,1.07,4.1,4.03,12.32,0.17,3.43,5.65
"6244","M88618",21.63,0.22,8.32,14.9,1.07,1.05,3.78,3.82,11.89,0.17,3.32,1.8
"6245","M88619",24.57,0.25,8.88,14.94,1.12,1.08,4.1,4.09,12.48,0.17,3.88,8.16
"6246","M88620",21.75,0.22,7.87,15.95,1.02,1.01,3.76,3.83,12.05,0.13,4.14,5.6
"6247","M88623",23.48,0.23,8.65,13.7,1.1,1.07,4.12,4.06,12.52,0.18,3.5,4.84
"6248","M88624",20.35,0.2,7.92,14.2,1.01,0.99,3.41,3.65,11.19,0.15,2.65,5.44
"6249","M88625",21.78,0.22,8.63,14.98,1.07,1.03,3.95,3.92,11.72,0.16,2.74,4.97
"6250","M88626",22.12,0.22,9.29,13.75,1.14,1.08,4.13,4.13,11.76,0.15,4,2.99
"6251","M88627",24.06,0.24,8.15,17.66,1.05,1.07,4.14,4.09,12.83,0.19,5.51,2.77
"6252","M88628",22.68,0.23,8.64,14.12,1.08,1.03,3.82,3.86,12.02,0.17,3.84,4.14
"6253","M88629",19.63,0.2,7.46,16.44,0.96,0.95,3.47,3.5,11.17,0.13,2.51,5.71
"6254","M88630",21.8,0.22,9.12,12.63,1.1,1.04,3.99,4,11.44,0.16,3.81,4.16
"6255","M88633",23.52,0.24,9.87,11.68,1.19,1.09,4.07,4.11,12.11,0.15,2.84,1.91
"6256","M88635",24.72,0.25,9.38,14.51,1.13,1.1,4.37,4.37,12.55,0.21,4.15,3.36
"6257","M88637",20.92,0.21,9.97,11.24,1.19,1.08,4.07,4.05,10.98,0.13,2.84,8.31
"6258","M88639",20.18,0.2,8.99,14.03,1.13,1.08,3.96,3.96,11.08,0.16,4.33,6.48
"6259","M88640",21.64,0.22,8.59,13.54,1.1,1.05,3.67,3.74,11.39,0.14,4.67,6.41
"6260","M88643",19.85,0.2,7.68,18.23,1,1.02,3.89,3.86,11.27,0.16,3.75,6.08
"6261","M88645",20.88,0.21,7.84,16.16,1.02,1.02,3.86,3.81,11.59,0.12,2.64,1.68
"6262","M88646",22.71,0.23,8.34,15.22,1.03,0.99,3.85,3.82,11.92,0.2,4.26,10.17
"6263","M88647",18.69,0.19,8.51,13.54,1.03,0.97,3.77,3.78,10.78,0.13,1.89,6.69
"6264","M89001",22.97,0.23,6.85,16.34,0.94,0.98,3.52,3.52,12.95,0.24,3.95,10.16
"6265","M89002",19.26,0.19,6.66,18.41,0.93,0.97,3.44,3.37,11.64,0.15,4.19,12.14
"6266","M89003",22.48,0.22,7.45,14.43,1,1.03,3.81,3.77,12.43,0.19,4.72,8.2
"6267","M89004",21.66,0.22,7.3,14.89,0.95,0.99,3.82,3.81,12.21,0.19,3.18,6.13
"6268","M89005",24.2,0.24,7.62,14.12,0.97,1.01,3.79,3.89,12.77,0.17,3.89,6.83
"6269","M89006",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,NA,NA
"6270","M89007",20.86,0.21,7.75,14.54,0.99,1.01,3.78,3.85,12.05,0.15,3.28,7.49
"6271","M89008",19.96,0.2,7.54,18.66,1.03,1.07,3.93,3.83,11.78,0.15,3.94,9.14
"6272","M89009",21.58,0.22,7.65,15.91,1.01,1.03,4.02,3.93,12.42,0.15,4.04,9.47
"6273","M89010",22.84,0.23,6.85,13.88,0.87,0.92,3.69,3.76,12.46,0.13,3.29,4.66
"6274","M89011",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,NA,NA
"6275","M89012",19.67,0.2,7.81,18.56,1.06,1.11,4.14,4,11.73,0.15,3.84,12.67
"6276","M89013",18.19,0.18,7.65,18.28,1.02,1.04,4.04,3.87,11,0.13,3.35,11.06
"6277","M89015",22.24,0.22,7.51,13.6,0.95,0.95,3.74,3.73,12.18,0.14,3.19,3.89
"6278","M89016",22.62,0.23,6.95,14.74,0.9,0.95,3.81,3.78,12.7,0.16,3.52,5.95
"6279","M89017",23.66,0.24,7.74,13.57,0.98,1.01,3.97,3.98,12.67,0.18,3.8,5.01
"6280","M89019",20.02,0.2,7.29,15.54,0.96,0.98,3.81,3.74,11.84,0.13,2.93,4.58
"6281","M89020",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,NA,NA
"6282","M89021",24.09,0.24,8.12,14.98,1.05,1.08,4.18,4.21,13.34,0.24,4.46,5.55
"6283","M89023",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,NA,NA
"6284","M89024",21.75,0.22,6.97,16.85,0.93,0.96,3.56,3.61,12.18,0.15,3.08,4.84
"6285","M89026",20.9,0.21,6.94,17.59,0.94,0.99,3.62,3.58,12.08,0.15,3.24,6.11
"6286","M89027",20.1,0.2,7.6,18.11,1.04,1.07,3.98,3.81,11.76,0.18,3.99,12.39
"6287","M89028",19.34,0.19,6.08,13.77,0.78,0.82,3.14,3.22,11.14,0.13,2.7,2.96
"6288","M89030",20.61,0.21,6.33,14.93,0.83,0.88,3.42,3.47,11.69,0.12,2.06,7.15
"6289","M89601",19.63,0.2,7.14,13.96,0.9,0.94,3.64,3.68,11.44,0.12,2.4,6.28
"6290","M89602",21.81,0.22,7.02,17.57,0.96,1,3.61,3.57,12.51,0.18,4.47,10.71
"6291","M89606",19.51,0.2,6.65,14.44,0.86,0.89,3.37,3.4,11.4,0.12,2.58,5.44
"6292","M89608",21.1,0.21,6.7,14.85,0.87,0.91,3.65,3.65,11.92,0.14,2.95,7.49
"6293","M89609",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17,NA,NA
"6294","M91003",22.75,0.23,7.89,17.36,1.08,1.1,4.02,3.97,12.5,0.15,3.39,9.72
"6295","M91004",21.23,0.21,8.36,16.71,1.12,1.11,4.02,3.84,11.78,0.12,4.06,12.46
"6296","M91006",22.18,0.22,8.33,19.17,1.16,1.21,4.32,4.26,12.45,0.17,4.46,10.42
"6297","M91007",23.82,0.24,8.13,17.59,1.12,1.17,4.07,4.19,12.84,0.15,4.26,6.37
"6298","M91008",24.23,0.24,10.08,12.58,1.25,1.17,4.29,4.27,12.31,0.15,3.86,6.02
"6299","M91009",23.9,0.24,7.97,18,1.12,1.18,3.94,4.04,12.82,0.21,4.19,12.33
"6300","M91010",24.24,0.24,8.16,16.36,1.08,1.14,4.1,4.25,12.61,0.17,4.4,6.48
"6301","M91011",27.96,0.28,9.39,12.81,1.15,1.11,4.16,4.27,13.45,0.15,3.86,3.81
"6302","M91013",23.65,0.24,8.56,17.19,1.14,1.14,4.27,4.19,12.79,0.16,3.84,8.3
"6303","M91014",23.35,0.23,9.61,13.09,1.23,1.15,4.1,4.06,12.25,0.18,3.85,4.82
"6304","M91015",24.89,0.25,8.76,13.67,1.1,1.07,3.89,3.96,12.6,0.17,4.16,11.02
"6305","M91016",23.41,0.23,8.24,17.57,1.13,1.16,4.24,4.16,12.77,0.16,3.7,5.36
"6306","M91017",26.15,0.26,8.11,15.98,1.07,1.13,4.13,4.27,13.2,0.19,6.55,5.43
"6307","M91018",24.35,0.24,9.28,14.65,1.19,1.14,4.22,4.17,12.65,0.14,3.56,7.47
"6308","M91019",24.73,0.25,8.54,17.4,1.17,1.22,4.2,4.34,12.98,0.18,5.4,8.56
"6309","M91020",25.19,0.25,8.9,12.45,1.09,1.06,3.85,4.02,12.34,0.15,3.52,4.85
"6310","M91021",22.98,0.23,8.02,17.62,1.09,1.09,4.02,3.91,12.57,0.16,4.73,11.73
"6311","M91022",19.1,0.19,7.51,19.37,1.05,1.06,3.94,3.74,11.36,0.14,3.93,8.52
"6312","M91024",26.34,0.26,8.42,17.52,1.14,1.18,4.46,4.4,13.63,0.19,4.12,5.91
"6313","M91025",19.38,0.19,7.66,18.3,1.02,1.02,3.86,3.71,11.29,0.13,2.63,11.77
"6314","M91026",21.85,0.22,7.84,17.91,1.06,1.05,3.84,3.68,12.07,0.13,3.08,10.88
"6315","M91028",24.83,0.25,8.17,18.22,1.16,1.17,4,3.85,12.97,0.17,4.93,14.84
"6316","M91029",20.17,0.2,7.28,21.12,1.07,1.11,3.88,3.7,11.68,0.15,4.18,11.36
"6317","M91032",22.35,0.22,8.21,15.93,1.08,1.12,4.18,4.24,12.28,0.18,3.79,10.95
"6318","M91033",22.1,0.22,7.83,17.79,1.05,1.06,3.91,3.81,12.26,0.16,3.26,8.88
"6319","M91034",24.99,0.25,8.17,19.11,1.15,1.2,4.34,4.16,13.12,0.18,4.25,4.54
"6320","M91036",21.03,0.21,8.54,18.73,1.2,1.21,4.29,4.08,12.07,0.13,3.25,8.25
"6321","M91602",21.7,0.22,7.61,19.36,1.09,1.11,4.02,3.81,12.25,0.17,4.2,6.19
"6322","M91604",23.76,0.24,7.94,19.65,1.11,1.15,4.26,4.05,12.87,0.17,4.07,7.47
"6323","M91609",21.63,0.22,8.21,19.21,1.17,1.21,4.27,4.22,12.38,0.15,3.57,7.95
"6324","M91610",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,NA,NA
"6325","M91611",21.95,0.22,8.73,18.64,1.23,1.23,4.4,4.13,12.26,0.13,3.95,2.24
"6326","M91612",22.96,0.23,8.26,19.93,1.15,1.19,4.43,4.19,12.54,0.18,4.23,6.22
"6327","M91613",18.28,0.18,8.43,14.44,1.13,1.06,3.68,3.58,10.83,0.1,3.41,7.04
"6328","M91614",23.38,0.23,7.99,17.82,1.13,1.14,3.96,3.86,12.71,0.2,3.2,6.77
"6329","M91616",24.04,0.24,9.58,13.37,1.24,1.16,4.04,4.02,12.25,0.16,4.35,6.39
"6330","M91619",21.52,0.22,8.84,13.01,1.12,1.06,3.77,3.81,11.49,0.12,3.29,6.69
"6331","M91621",18.18,0.18,8.88,12.49,1.15,1.06,3.65,3.64,10.45,0.08,3.23,4.67
"6332","M91623",24.63,0.25,7.81,18.33,1.06,1.1,4.12,4.09,13.06,0.16,3.92,2.05
"6333","M91624",20.7,0.21,7.24,19.8,0.99,1,3.87,3.65,11.79,0.1,3.31,3.98
"6334","M91625",17.94,0.18,8.42,13.72,1.12,1.05,3.58,3.52,10.45,0.09,2.63,3.6
"6335","M91626",22.51,0.23,7.49,19.65,1.07,1.12,3.96,3.9,12.5,0.17,3.66,11.9
"6336","M91628",21.76,0.22,10.17,12.61,1.31,1.23,4.26,4.25,11.57,0.17,5.57,11.06
"6337","M91629",18.71,0.19,8.2,16.53,1.11,1.09,3.87,3.7,11.06,0.11,2.2,6.94
"6338","M91637",24.45,0.24,8.75,14.48,1.12,1.17,4.41,4.53,12.36,0.19,4.08,6.78
"6339","M91639",23.38,0.23,7.91,18.71,1.11,1.16,3.96,4.05,12.74,0.16,4.51,4.48
"6340","M91640",22.48,0.22,8.29,17.95,1.12,1.12,4.12,3.98,12.17,0.15,4.54,9.68
"6341","M91641",22.51,0.23,9.03,16.91,1.18,1.16,4.4,4.22,12.22,0.15,3.82,9.69
"6342","M91642",23.68,0.24,8.29,15.4,1.08,1.1,4.2,4.23,12.99,0.19,4.28,6.02
"6343","M91643",23.21,0.23,8.38,17.4,1.15,1.15,4.14,4.01,12.61,0.18,3.85,14.25
"6344","M91647",24.37,0.24,8.04,19.79,1.14,1.18,4.29,4.08,13.07,0.17,4.91,8.41
"6345","M91650",26.71,0.27,8.27,18.82,1.13,1.18,4.48,4.28,13.79,0.22,5.49,5.46
"6346","M91654",21.55,0.22,6.84,18.68,0.95,0.99,3.72,3.63,12.19,0.15,2.9,4.29
"6347","M91655",20.42,0.2,8.06,18.87,1.12,1.13,4.11,3.9,11.59,0.14,4.06,5.02
"6348","M91659",19.25,0.19,9.19,13.08,1.24,1.16,3.84,3.78,10.71,0.12,3.94,6.93
"6349","M91660",24.54,0.25,8.35,17.33,1.11,1.1,4.1,3.94,12.92,0.15,3.35,4.33
"6350","M92001",20.56,0.21,8.4,15.56,1.08,1.05,4,3.94,11.82,0.14,2.86,2.37
"6351","M92002",27.08,0.27,9,16.48,1.18,1.18,4.49,4.4,13.74,0.19,5.26,15.88
"6352","M92003",25.34,0.25,9.01,17.82,1.19,1.21,4.57,4.45,13.57,0.19,4.01,6.7
"6353","M92004",25.05,0.25,8.67,16.07,1.1,1.11,4.34,4.28,13.26,0.17,4.06,0.39
"6354","M92006",25.27,0.25,8.7,13.99,1.11,1.09,3.95,4.01,12.98,0.15,4.18,7.08
"6355","M92007",23.36,0.23,9.01,12.86,1.13,1.07,3.96,3.94,12.29,0.17,3.46,8.5
"6356","M92008",26.17,0.26,8.48,14.37,1.08,1.09,3.99,4.07,13.18,0.18,4.19,4.76
"6357","M92009",24.05,0.24,8.15,16.06,1.08,1.09,3.99,3.93,12.8,0.16,4.32,9.63
"6358","M92010",26.4,0.26,8.51,14.14,1.09,1.1,4.2,4.18,13.51,0.17,3.86,5.05
"6359","M92011",25.83,0.26,8.51,13.73,1.07,1.07,3.91,4.01,13.02,0.16,3.86,7.43
"6360","M92012",23.3,0.23,9.18,14.53,1.15,1.1,4.22,4.14,12.23,0.17,3.06,5.88
"6361","M92013",23.16,0.23,9.15,14.69,1.15,1.11,4.31,4.18,12.46,0.18,4.25,8.16
"6362","M92014",26.05,0.26,8.13,15.92,1.06,1.07,3.9,3.95,13.55,0.17,3.93,10.61
"6363","M92015",24.63,0.25,8.87,15.11,1.15,1.11,4.07,4,12.91,0.18,4.96,2.17
"6364","M92016",21.47,0.21,8.79,15.37,1.12,1.09,4.16,4.04,11.89,0.12,2.84,6.85
"6365","M92019",21.37,0.21,7.92,16.78,1.03,1.03,3.96,3.89,12,0.12,3.03,4.81
"6366","M92022",22.58,0.23,8.05,18.58,1.07,1.1,4.28,4.14,12.42,0.18,3.61,13.45
"6367","M92024",22.58,0.23,8.7,15.62,1.12,1.09,4.11,4.02,12.05,0.15,3.12,7.79
"6368","M92026",24.48,0.24,7.8,18.64,1.04,1.06,4.18,4.02,13.04,0.1,4.72,5.74
"6369","M92027",29.85,0.3,9.6,15.87,1.24,1.22,4.59,4.48,14.36,0.17,4.68,5.2
"6370","M92028",15.83,0.16,8.56,12.29,1.05,0.99,3.82,3.72,10.18,0.09,1.76,6.78
"6371","M92029",25.11,0.25,8.88,13.38,1.13,1.12,3.83,3.99,12.76,0.19,3.44,9.59
"6372","M92030",22.83,0.23,8.56,16.81,1.09,1.07,4.14,4.02,12.21,0.17,3.38,11.98
"6373","M92031",20.18,0.2,8.82,12.19,1.13,1.06,3.8,3.74,11.47,0.14,3.04,8.37
"6374","M92035",21.19,0.21,8.3,15.07,1.06,1.01,3.8,3.69,11.73,0.12,2.39,1.78
"6375","M92039",23,0.23,7.98,15.81,1.04,1.05,3.76,3.81,12.41,0.16,3.3,11.75
"6376","M92040",22.02,0.22,8.28,17,1.08,1.08,4.08,3.97,12.06,0.14,2.9,7.06
"6377","M92041",20.9,0.21,8.2,15.97,1.07,1.07,3.95,3.95,11.84,0.14,2.5,11.7
"6378","M92042",24.73,0.25,8.51,13.86,1.07,1.04,3.83,3.87,12.91,0.15,3.54,3.35
"6379","M92043",25.44,0.25,8.39,14.62,1.07,1.06,3.91,3.99,13.01,0.14,4.41,6.33
"6380","M92044",26.19,0.26,8.69,14.81,1.12,1.13,4,4.12,12.99,0.15,4.73,6.78
"6381","M92607",21.65,0.22,8.88,12.97,1.14,1.08,3.89,3.86,11.93,0.17,3.91,7.03
"6382","M92609",22.3,0.22,7.76,16.12,1.02,1.03,3.7,3.77,12.12,0.16,3.52,9.02
"6383","M92612",21.92,0.22,8.36,14.83,1.1,1.05,3.79,3.7,11.85,0.16,3.13,2.93
"6384","M92627",25.58,0.26,8.84,16.79,1.15,1.14,4.24,4.13,13,0.19,3.37,11.22
"6385","M92629",18.39,0.18,7.03,16.92,0.96,0.98,3.34,3.39,10.92,0.15,2.32,9.25
"6386","M92630",21.7,0.22,8.4,16.99,1.1,1.09,4.06,3.93,11.78,0.16,3.77,20.36
"6387","M92640",20.41,0.2,7.78,14.35,1,0.99,3.46,3.51,11.35,0.11,1.28,7.42
"6388","M92642",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17,NA,NA
"6389","M92643",17.22,0.17,7.26,14.45,0.95,0.91,3.36,3.24,10.5,0.09,1.54,5.24
"6390","M92647",25.83,0.26,8.48,18.24,1.13,1.17,4.35,4.28,13.43,0.17,4.39,5.2
"6391","M92649",24.59,0.25,8.51,17.01,1.13,1.12,4.09,3.96,12.68,0.19,3.7,10.09
"6392","M92654",20.93,0.21,8.06,18.73,1.07,1.09,4.19,4.02,12,0.14,3.59,11.05
"6393","N81001",26.02,0.26,7.27,15.8,1,1.05,3.93,3.85,14.37,0.18,4.06,6.08
"6394","N81002",22.67,0.23,7.07,14.64,0.92,0.97,3.7,3.77,12.36,0.15,3.29,7.3
"6395","N81005",21.93,0.22,7.1,16.59,0.98,1.05,3.69,3.75,12.15,0.15,3.65,6.82
"6396","N81006",23.69,0.24,6.74,15.97,0.93,0.97,3.77,3.66,13.82,0.16,3.12,2.74
"6397","N81007",21.95,0.22,7.13,17.14,0.97,1.02,3.72,3.71,12.65,0.15,4.13,7.36
"6398","N81008",24.61,0.25,7.76,16.08,1.04,1.11,4.1,4.11,12.79,0.19,4.6,6.8
"6399","N81009",23.11,0.23,7.37,15.54,0.98,1.04,3.95,3.94,12.56,0.16,3.59,6.95
"6400","N81010",21.99,0.22,6.72,16.47,0.93,0.99,3.5,3.57,12.3,0.18,3.85,6.17
"6401","N81011",22.92,0.23,7.35,18.03,1.02,1.08,3.93,3.92,12.5,0.16,4.18,4.19
"6402","N81012",19.7,0.2,7.05,17.56,0.97,1.02,3.59,3.64,11.82,0.14,3.46,14
"6403","N81013",21.02,0.21,7.02,16.62,0.93,0.98,3.71,3.76,12.22,0.14,2.97,4.6
"6404","N81014",21.52,0.22,7,15.11,0.91,0.96,3.77,3.8,12.09,0.12,3.29,5.95
"6405","N81015",18.06,0.18,6.71,18.03,0.92,0.96,3.61,3.56,11.31,0.12,3.25,16.79
"6406","N81016",17.4,0.17,6.81,17.56,0.94,0.98,3.57,3.57,11.1,0.12,2.92,10.55
"6407","N81017",22.62,0.23,6.89,16.91,0.93,0.98,3.74,3.72,12.52,0.14,3.44,3.42
"6408","N81018",24.51,0.25,7.48,15.61,0.99,1.05,4.02,4.06,13.01,0.16,3.93,1.71
"6409","N81019",21.7,0.22,7.45,21.58,1.09,1.14,4.03,3.82,12.25,0.14,4.66,7.63
"6410","N81020",24.17,0.24,8.01,15.61,1.04,1.11,4.18,4.25,12.99,0.17,4.78,5.85
"6411","N81021",24.43,0.24,6.95,15.34,0.93,1,3.68,3.73,12.79,0.17,4.11,7.43
"6412","N81022",22.31,0.22,6.77,15.85,0.9,0.96,3.57,3.67,12.33,0.15,3.15,8.21
"6413","N81023",22.12,0.22,7.07,18.59,0.99,1.04,3.77,3.7,12.43,0.14,3.77,7.96
"6414","N81024",21.72,0.22,7.47,18.37,1.05,1.11,3.91,3.89,12.56,0.16,3.93,13
"6415","N81025",21.37,0.21,7.05,17.23,0.98,1.03,3.71,3.72,12.34,0.15,3.74,7.42
"6416","N81026",22.93,0.23,6.98,15.85,0.95,1,3.77,3.72,12.87,0.13,3.49,8.43
"6417","N81027",23.54,0.24,7.13,16.65,0.95,1.01,3.74,3.84,12.77,0.15,3.95,8.72
"6418","N81028",20.23,0.2,7.03,17.2,0.96,1.01,3.5,3.59,12.08,0.14,3.47,9.83
"6419","N81029",22.47,0.22,7.28,16.25,0.98,1.04,3.82,3.87,12.63,0.18,3.65,8.01
"6420","N81030",25.17,0.25,7.39,16.26,0.99,1.06,3.97,3.97,13.16,0.17,3.73,6.22
"6421","N81031",25.74,0.26,7.49,15.65,1,1.07,3.94,4,13.59,0.17,4.19,0.54
"6422","N81032",21.4,0.21,7,16.2,0.95,1.01,3.75,3.77,12.15,0.15,3.6,8.44
